"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","PPP","TOT","NATUSD","A","1983",0.448318,
"ESP","PPP","TOT","NATUSD","A","1984",0.479719,
"ESP","PPP","TOT","NATUSD","A","1985",0.504984,
"ESP","PPP","TOT","NATUSD","A","1986",0.548866,
"ESP","PPP","TOT","NATUSD","A","1987",0.56746,
"ESP","PPP","TOT","NATUSD","A","1988",0.580663,
"ESP","PPP","TOT","NATUSD","A","1989",0.59729,
"ESP","PPP","TOT","NATUSD","A","1990",0.617919,
"ESP","PPP","TOT","NATUSD","A","1991",0.639157,
"ESP","PPP","TOT","NATUSD","A","1992",0.666853,
"ESP","PPP","TOT","NATUSD","A","1993",0.680968,
"ESP","PPP","TOT","NATUSD","A","1994",0.692599,
"ESP","PPP","TOT","NATUSD","A","1995",0.711839,
"ESP","PPP","TOT","NATUSD","A","1996",0.722261,
"ESP","PPP","TOT","NATUSD","A","1997",0.723682,
"ESP","PPP","TOT","NATUSD","A","1998",0.723807,
"ESP","PPP","TOT","NATUSD","A","1999",0.73921,
"ESP","PPP","TOT","NATUSD","A","2000",0.739728,
"ESP","PPP","TOT","NATUSD","A","2001",0.747596,
"ESP","PPP","TOT","NATUSD","A","2002",0.742312,
"ESP","PPP","TOT","NATUSD","A","2003",0.759225,
"ESP","PPP","TOT","NATUSD","A","2004",0.765891,
"ESP","PPP","TOT","NATUSD","A","2005",0.769508,
"ESP","PPP","TOT","NATUSD","A","2006",0.736045,
"ESP","PPP","TOT","NATUSD","A","2007",0.732317,
"ESP","PPP","TOT","NATUSD","A","2008",0.725862,
"ESP","PPP","TOT","NATUSD","A","2009",0.718673,
"ESP","PPP","TOT","NATUSD","A","2010",0.726961,
"ESP","PPP","TOT","NATUSD","A","2011",0.714129,
"ESP","PPP","TOT","NATUSD","A","2012",0.694976,
"ESP","PPP","TOT","NATUSD","A","2013",0.6748,
"ESP","PPP","TOT","NATUSD","A","2014",0.662359,
"ESP","PPP","TOT","NATUSD","A","2015",0.66474,
"ESP","PPP","TOT","NATUSD","A","2016",0.642644,
"ESP","PPP","TOT","NATUSD","A","2017",0.630839,
"ESP","PPP","TOT","NATUSD","A","2018",0.631798,
"ESP","PPP","TOT","NATUSD","A","2019",0.612972,
"ESP","PPP","TOT","NATUSD","A","2020",0.621337,
"ESP","PPP","TOT","NATUSD","A","2021",0.625949,
"ESP","PPP","TOT","NATUSD","A","2022",0.596215,
"SWE","PPP","TOT","NATUSD","A","1960",4.472795,
"SWE","PPP","TOT","NATUSD","A","1961",4.559932,
"SWE","PPP","TOT","NATUSD","A","1962",4.636998,
"SWE","PPP","TOT","NATUSD","A","1963",4.696337,
"SWE","PPP","TOT","NATUSD","A","1964",4.816451,
"SWE","PPP","TOT","NATUSD","A","1965",4.966419,
"SWE","PPP","TOT","NATUSD","A","1966",5.113278,
"SWE","PPP","TOT","NATUSD","A","1967",5.219494,
"SWE","PPP","TOT","NATUSD","A","1968",5.09653,
"SWE","PPP","TOT","NATUSD","A","1969",5.011489,
"SWE","PPP","TOT","NATUSD","A","1970",4.9943,
"SWE","PPP","TOT","NATUSD","A","1971",5.091321,
"SWE","PPP","TOT","NATUSD","A","1972",5.220671,
"SWE","PPP","TOT","NATUSD","A","1973",5.29758,
"SWE","PPP","TOT","NATUSD","A","1974",5.31991,
"SWE","PPP","TOT","NATUSD","A","1975",5.575518,
"SWE","PPP","TOT","NATUSD","A","1976",5.914561,
"SWE","PPP","TOT","NATUSD","A","1977",6.154912,
"SWE","PPP","TOT","NATUSD","A","1978",6.299549,
"SWE","PPP","TOT","NATUSD","A","1979",6.278995,
"SWE","PPP","TOT","NATUSD","A","1980",6.433528,
"SWE","PPP","TOT","NATUSD","A","1981",6.392692,
"SWE","PPP","TOT","NATUSD","A","1982",6.507467,
"SWE","PPP","TOT","NATUSD","A","1983",6.885533,
"SWE","PPP","TOT","NATUSD","A","1984",7.153243,
"SWE","PPP","TOT","NATUSD","A","1985",7.378046,
"SWE","PPP","TOT","NATUSD","A","1986",7.689677,
"SWE","PPP","TOT","NATUSD","A","1987",7.85838,
"SWE","PPP","TOT","NATUSD","A","1988",8.089423,
"SWE","PPP","TOT","NATUSD","A","1989",8.401129,
"SWE","PPP","TOT","NATUSD","A","1990",8.865184,
"SWE","PPP","TOT","NATUSD","A","1991",9.282369,
"SWE","PPP","TOT","NATUSD","A","1992",9.167693,
"SWE","PPP","TOT","NATUSD","A","1993",9.153538,
"SWE","PPP","TOT","NATUSD","A","1994",9.194102,
"SWE","PPP","TOT","NATUSD","A","1995",9.348497,
"SWE","PPP","TOT","NATUSD","A","1996",9.245845,
"SWE","PPP","TOT","NATUSD","A","1997",9.329799,
"SWE","PPP","TOT","NATUSD","A","1998",9.395674,
"SWE","PPP","TOT","NATUSD","A","1999",9.3059,
"SWE","PPP","TOT","NATUSD","A","2000",9.162485,
"SWE","PPP","TOT","NATUSD","A","2001",9.402419,
"SWE","PPP","TOT","NATUSD","A","2002",9.413655,
"SWE","PPP","TOT","NATUSD","A","2003",9.485504,
"SWE","PPP","TOT","NATUSD","A","2004",9.29425,
"SWE","PPP","TOT","NATUSD","A","2005",9.479182,
"SWE","PPP","TOT","NATUSD","A","2006",9.11205,
"SWE","PPP","TOT","NATUSD","A","2007",8.871785,
"SWE","PPP","TOT","NATUSD","A","2008",8.778986,
"SWE","PPP","TOT","NATUSD","A","2009",8.920649,
"SWE","PPP","TOT","NATUSD","A","2010",9.025084,
"SWE","PPP","TOT","NATUSD","A","2011",8.844042,
"SWE","PPP","TOT","NATUSD","A","2012",8.654768,
"SWE","PPP","TOT","NATUSD","A","2013",8.597681,
"SWE","PPP","TOT","NATUSD","A","2014",8.727131,
"SWE","PPP","TOT","NATUSD","A","2015",8.854383,
"SWE","PPP","TOT","NATUSD","A","2016",8.822586,
"SWE","PPP","TOT","NATUSD","A","2017",8.852247,
"SWE","PPP","TOT","NATUSD","A","2018",8.865881,
"SWE","PPP","TOT","NATUSD","A","2019",8.709642,
"SWE","PPP","TOT","NATUSD","A","2020",8.668483,
"SWE","PPP","TOT","NATUSD","A","2021",8.721548,
"SWE","PPP","TOT","NATUSD","A","2022",8.666219,
"CHE","PPP","TOT","NATUSD","A","1960",2.189697,
"CHE","PPP","TOT","NATUSD","A","1961",2.25672,
"CHE","PPP","TOT","NATUSD","A","1962",2.334714,
"CHE","PPP","TOT","NATUSD","A","1963",2.412528,
"CHE","PPP","TOT","NATUSD","A","1964",2.495978,
"CHE","PPP","TOT","NATUSD","A","1965",2.520322,
"CHE","PPP","TOT","NATUSD","A","1966",2.552365,
"CHE","PPP","TOT","NATUSD","A","1967",2.591622,
"CHE","PPP","TOT","NATUSD","A","1968",2.547597,
"CHE","PPP","TOT","NATUSD","A","1969",2.484646,
"CHE","PPP","TOT","NATUSD","A","1970",2.36858,
"CHE","PPP","TOT","NATUSD","A","1971",2.460599,
"CHE","PPP","TOT","NATUSD","A","1972",2.589834,
"CHE","PPP","TOT","NATUSD","A","1973",2.655158,
"CHE","PPP","TOT","NATUSD","A","1974",2.604829,
"CHE","PPP","TOT","NATUSD","A","1975",2.554058,
"CHE","PPP","TOT","NATUSD","A","1976",2.486915,
"CHE","PPP","TOT","NATUSD","A","1977",2.347475,
"CHE","PPP","TOT","NATUSD","A","1978",2.272444,
"CHE","PPP","TOT","NATUSD","A","1979",2.140076,
"CHE","PPP","TOT","NATUSD","A","1980",2.015903,
"CHE","PPP","TOT","NATUSD","A","1981",1.945901,
"CHE","PPP","TOT","NATUSD","A","1982",1.967339,
"CHE","PPP","TOT","NATUSD","A","1983",1.937997,
"CHE","PPP","TOT","NATUSD","A","1984",1.940839,
"CHE","PPP","TOT","NATUSD","A","1985",1.924062,
"CHE","PPP","TOT","NATUSD","A","1986",1.943313,
"CHE","PPP","TOT","NATUSD","A","1987",1.938016,
"CHE","PPP","TOT","NATUSD","A","1988",1.924216,
"CHE","PPP","TOT","NATUSD","A","1989",1.915664,
"CHE","PPP","TOT","NATUSD","A","1990",1.931549,
"CHE","PPP","TOT","NATUSD","A","1991",1.969428,
"CHE","PPP","TOT","NATUSD","A","1992",1.966457,
"CHE","PPP","TOT","NATUSD","A","1993",1.965529,
"CHE","PPP","TOT","NATUSD","A","1994",1.947227,
"CHE","PPP","TOT","NATUSD","A","1995",1.921305,
"CHE","PPP","TOT","NATUSD","A","1996",1.886539,
"CHE","PPP","TOT","NATUSD","A","1997",1.843695,
"CHE","PPP","TOT","NATUSD","A","1998",1.827547,
"CHE","PPP","TOT","NATUSD","A","1999",1.802836,
"CHE","PPP","TOT","NATUSD","A","2000",1.788542,
"CHE","PPP","TOT","NATUSD","A","2001",1.768804,
"CHE","PPP","TOT","NATUSD","A","2002",1.70976,
"CHE","PPP","TOT","NATUSD","A","2003",1.715162,
"CHE","PPP","TOT","NATUSD","A","2004",1.691797,
"CHE","PPP","TOT","NATUSD","A","2005",1.686548,
"CHE","PPP","TOT","NATUSD","A","2006",1.598951,
"CHE","PPP","TOT","NATUSD","A","2007",1.531938,
"CHE","PPP","TOT","NATUSD","A","2008",1.493049,
"CHE","PPP","TOT","NATUSD","A","2009",1.470047,
"CHE","PPP","TOT","NATUSD","A","2010",1.466137,
"CHE","PPP","TOT","NATUSD","A","2011",1.397498,
"CHE","PPP","TOT","NATUSD","A","2012",1.354072,
"CHE","PPP","TOT","NATUSD","A","2013",1.312477,
"CHE","PPP","TOT","NATUSD","A","2014",1.281761,
"CHE","PPP","TOT","NATUSD","A","2015",1.235788,
"CHE","PPP","TOT","NATUSD","A","2016",1.201964,
"CHE","PPP","TOT","NATUSD","A","2017",1.187726,
"CHE","PPP","TOT","NATUSD","A","2018",1.178866,
"CHE","PPP","TOT","NATUSD","A","2019",1.150402,
"CHE","PPP","TOT","NATUSD","A","2020",1.13567,
"CHE","PPP","TOT","NATUSD","A","2021",1.106428,
"CHE","PPP","TOT","NATUSD","A","2022",1.065937,
"TUR","PPP","TOT","NATUSD","A","1960",0.000004,
"TUR","PPP","TOT","NATUSD","A","1961",0.000005,
"TUR","PPP","TOT","NATUSD","A","1962",0.000005,
"TUR","PPP","TOT","NATUSD","A","1963",0.000005,
"TUR","PPP","TOT","NATUSD","A","1964",0.000005,
"TUR","PPP","TOT","NATUSD","A","1965",0.000005,
"TUR","PPP","TOT","NATUSD","A","1966",0.000005,
"TUR","PPP","TOT","NATUSD","A","1967",0.000006,
"TUR","PPP","TOT","NATUSD","A","1968",0.000006,
"TUR","PPP","TOT","NATUSD","A","1969",0.000006,
"TUR","PPP","TOT","NATUSD","A","1970",0.000005,
"TUR","PPP","TOT","NATUSD","A","1971",0.000005,
"TUR","PPP","TOT","NATUSD","A","1972",0.000005,
"TUR","PPP","TOT","NATUSD","A","1973",0.000006,
"TUR","PPP","TOT","NATUSD","A","1974",0.000007,
"TUR","PPP","TOT","NATUSD","A","1975",0.000008,
"TUR","PPP","TOT","NATUSD","A","1976",0.000009,
"TUR","PPP","TOT","NATUSD","A","1977",0.00001,
"TUR","PPP","TOT","NATUSD","A","1978",0.000014,
"TUR","PPP","TOT","NATUSD","A","1979",0.000023,
"TUR","PPP","TOT","NATUSD","A","1980",0.000039,
"TUR","PPP","TOT","NATUSD","A","1981",0.000052,
"TUR","PPP","TOT","NATUSD","A","1982",0.000063,
"TUR","PPP","TOT","NATUSD","A","1983",0.000076,
"TUR","PPP","TOT","NATUSD","A","1984",0.000109,
"TUR","PPP","TOT","NATUSD","A","1985",0.000162,
"TUR","PPP","TOT","NATUSD","A","1986",0.000216,
"TUR","PPP","TOT","NATUSD","A","1987",0.000281,
"TUR","PPP","TOT","NATUSD","A","1988",0.00046,
"TUR","PPP","TOT","NATUSD","A","1989",0.000777,
"TUR","PPP","TOT","NATUSD","A","1990",0.001185,
"TUR","PPP","TOT","NATUSD","A","1991",0.00182,
"TUR","PPP","TOT","NATUSD","A","1992",0.002914,
"TUR","PPP","TOT","NATUSD","A","1993",0.004775,
"TUR","PPP","TOT","NATUSD","A","1994",0.009652,
"TUR","PPP","TOT","NATUSD","A","1995",0.017698,
"TUR","PPP","TOT","NATUSD","A","1996",0.030965,
"TUR","PPP","TOT","NATUSD","A","1997",0.055366,
"TUR","PPP","TOT","NATUSD","A","1998",0.128869,
"TUR","PPP","TOT","NATUSD","A","1999",0.196465,
"TUR","PPP","TOT","NATUSD","A","2000",0.281576,
"TUR","PPP","TOT","NATUSD","A","2001",0.414992,
"TUR","PPP","TOT","NATUSD","A","2002",0.591251,
"TUR","PPP","TOT","NATUSD","A","2003",0.736509,
"TUR","PPP","TOT","NATUSD","A","2004",0.792168,
"TUR","PPP","TOT","NATUSD","A","2005",0.834589,
"TUR","PPP","TOT","NATUSD","A","2006",0.84186,
"TUR","PPP","TOT","NATUSD","A","2007",0.851202,
"TUR","PPP","TOT","NATUSD","A","2008",0.87996,
"TUR","PPP","TOT","NATUSD","A","2009",0.904619,
"TUR","PPP","TOT","NATUSD","A","2010",0.920356,
"TUR","PPP","TOT","NATUSD","A","2011",0.966176,
"TUR","PPP","TOT","NATUSD","A","2012",1.019856,
"TUR","PPP","TOT","NATUSD","A","2013",1.070294,
"TUR","PPP","TOT","NATUSD","A","2014",1.104504,
"TUR","PPP","TOT","NATUSD","A","2015",1.162452,
"TUR","PPP","TOT","NATUSD","A","2016",1.241052,
"TUR","PPP","TOT","NATUSD","A","2017",1.38398,
"TUR","PPP","TOT","NATUSD","A","2018",1.63261,
"TUR","PPP","TOT","NATUSD","A","2019",1.864012,
"TUR","PPP","TOT","NATUSD","A","2020",2.1642,
"TUR","PPP","TOT","NATUSD","A","2021",2.807879,
"TUR","PPP","TOT","NATUSD","A","2022",5.035388,
"GBR","PPP","TOT","NATUSD","A","1960",0.228426,
"GBR","PPP","TOT","NATUSD","A","1961",0.233865,
"GBR","PPP","TOT","NATUSD","A","1962",0.237129,
"GBR","PPP","TOT","NATUSD","A","1963",0.238316,
"GBR","PPP","TOT","NATUSD","A","1964",0.24361,
"GBR","PPP","TOT","NATUSD","A","1965",0.248356,
"GBR","PPP","TOT","NATUSD","A","1966",0.250347,
"GBR","PPP","TOT","NATUSD","A","1967",0.250387,
"GBR","PPP","TOT","NATUSD","A","1968",0.248822,
"GBR","PPP","TOT","NATUSD","A","1969",0.249482,
"GBR","PPP","TOT","NATUSD","A","1970",0.26915,
"GBR","PPP","TOT","NATUSD","A","1971",0.276621,
"GBR","PPP","TOT","NATUSD","A","1972",0.284219,
"GBR","PPP","TOT","NATUSD","A","1973",0.292127,
"GBR","PPP","TOT","NATUSD","A","1974",0.30837,
"GBR","PPP","TOT","NATUSD","A","1975",0.35496,
"GBR","PPP","TOT","NATUSD","A","1976",0.387293,
"GBR","PPP","TOT","NATUSD","A","1977",0.414631,
"GBR","PPP","TOT","NATUSD","A","1978",0.431767,
"GBR","PPP","TOT","NATUSD","A","1979",0.454772,
"GBR","PPP","TOT","NATUSD","A","1980",0.499279,
"GBR","PPP","TOT","NATUSD","A","1981",0.50889,
"GBR","PPP","TOT","NATUSD","A","1982",0.514835,
"GBR","PPP","TOT","NATUSD","A","1983",0.52081,
"GBR","PPP","TOT","NATUSD","A","1984",0.52796,
"GBR","PPP","TOT","NATUSD","A","1985",0.539983,
"GBR","PPP","TOT","NATUSD","A","1986",0.552271,
"GBR","PPP","TOT","NATUSD","A","1987",0.568265,
"GBR","PPP","TOT","NATUSD","A","1988",0.582568,
"GBR","PPP","TOT","NATUSD","A","1989",0.605079,
"GBR","PPP","TOT","NATUSD","A","1990",0.629242,
"GBR","PPP","TOT","NATUSD","A","1991",0.647729,
"GBR","PPP","TOT","NATUSD","A","1992",0.654329,
"GBR","PPP","TOT","NATUSD","A","1993",0.656647,
"GBR","PPP","TOT","NATUSD","A","1994",0.651878,
"GBR","PPP","TOT","NATUSD","A","1995",0.712875,
"GBR","PPP","TOT","NATUSD","A","1996",0.71286,
"GBR","PPP","TOT","NATUSD","A","1997",0.708674,
"GBR","PPP","TOT","NATUSD","A","1998",0.720697,
"GBR","PPP","TOT","NATUSD","A","1999",0.725819,
"GBR","PPP","TOT","NATUSD","A","2000",0.704476,
"GBR","PPP","TOT","NATUSD","A","2001",0.694549,
"GBR","PPP","TOT","NATUSD","A","2002",0.689877,
"GBR","PPP","TOT","NATUSD","A","2003",0.695843,
"GBR","PPP","TOT","NATUSD","A","2004",0.687835,
"GBR","PPP","TOT","NATUSD","A","2005",0.707619,
"GBR","PPP","TOT","NATUSD","A","2006",0.696532,
"GBR","PPP","TOT","NATUSD","A","2007",0.709149,
"GBR","PPP","TOT","NATUSD","A","2008",0.701691,
"GBR","PPP","TOT","NATUSD","A","2009",0.710066,
"GBR","PPP","TOT","NATUSD","A","2010",0.702279,
"GBR","PPP","TOT","NATUSD","A","2011",0.706052,
"GBR","PPP","TOT","NATUSD","A","2012",0.701634,
"GBR","PPP","TOT","NATUSD","A","2013",0.695248,
"GBR","PPP","TOT","NATUSD","A","2014",0.698444,
"GBR","PPP","TOT","NATUSD","A","2015",0.692551,
"GBR","PPP","TOT","NATUSD","A","2016",0.688603,
"GBR","PPP","TOT","NATUSD","A","2017",0.684601,
"GBR","PPP","TOT","NATUSD","A","2018",0.687714,
"GBR","PPP","TOT","NATUSD","A","2019",0.679466,
"GBR","PPP","TOT","NATUSD","A","2020",0.685567,
"GBR","PPP","TOT","NATUSD","A","2021",0.676658,
"GBR","PPP","TOT","NATUSD","A","2022",0.663595,
"USA","PPP","TOT","NATUSD","A","1960",1,
"USA","PPP","TOT","NATUSD","A","1961",1,
"USA","PPP","TOT","NATUSD","A","1962",1,
"USA","PPP","TOT","NATUSD","A","1963",1,
"USA","PPP","TOT","NATUSD","A","1964",1,
"USA","PPP","TOT","NATUSD","A","1965",1,
"USA","PPP","TOT","NATUSD","A","1966",1,
"USA","PPP","TOT","NATUSD","A","1967",1,
"USA","PPP","TOT","NATUSD","A","1968",1,
"USA","PPP","TOT","NATUSD","A","1969",1,
"USA","PPP","TOT","NATUSD","A","1970",1,
"USA","PPP","TOT","NATUSD","A","1971",1,
"USA","PPP","TOT","NATUSD","A","1972",1,
"USA","PPP","TOT","NATUSD","A","1973",1,
"USA","PPP","TOT","NATUSD","A","1974",1,
"USA","PPP","TOT","NATUSD","A","1975",1,
"USA","PPP","TOT","NATUSD","A","1976",1,
"USA","PPP","TOT","NATUSD","A","1977",1,
"USA","PPP","TOT","NATUSD","A","1978",1,
"USA","PPP","TOT","NATUSD","A","1979",1,
"USA","PPP","TOT","NATUSD","A","1980",1,
"USA","PPP","TOT","NATUSD","A","1981",1,
"USA","PPP","TOT","NATUSD","A","1982",1,
"USA","PPP","TOT","NATUSD","A","1983",1,
"USA","PPP","TOT","NATUSD","A","1984",1,
"USA","PPP","TOT","NATUSD","A","1985",1,
"USA","PPP","TOT","NATUSD","A","1986",1,
"USA","PPP","TOT","NATUSD","A","1987",1,
"USA","PPP","TOT","NATUSD","A","1988",1,
"USA","PPP","TOT","NATUSD","A","1989",1,
"USA","PPP","TOT","NATUSD","A","1990",1,
"USA","PPP","TOT","NATUSD","A","1991",1,
"USA","PPP","TOT","NATUSD","A","1992",1,
"USA","PPP","TOT","NATUSD","A","1993",1,
"USA","PPP","TOT","NATUSD","A","1994",1,
"USA","PPP","TOT","NATUSD","A","1995",1,
"USA","PPP","TOT","NATUSD","A","1996",1,
"USA","PPP","TOT","NATUSD","A","1997",1,
"USA","PPP","TOT","NATUSD","A","1998",1,
"USA","PPP","TOT","NATUSD","A","1999",1,
"USA","PPP","TOT","NATUSD","A","2000",1,
"USA","PPP","TOT","NATUSD","A","2001",1,
"USA","PPP","TOT","NATUSD","A","2002",1,
"USA","PPP","TOT","NATUSD","A","2003",1,
"USA","PPP","TOT","NATUSD","A","2004",1,
"USA","PPP","TOT","NATUSD","A","2005",1,
"USA","PPP","TOT","NATUSD","A","2006",1,
"USA","PPP","TOT","NATUSD","A","2007",1,
"USA","PPP","TOT","NATUSD","A","2008",1,
"USA","PPP","TOT","NATUSD","A","2009",1,
"USA","PPP","TOT","NATUSD","A","2010",1,
"USA","PPP","TOT","NATUSD","A","2011",1,
"USA","PPP","TOT","NATUSD","A","2012",1,
"USA","PPP","TOT","NATUSD","A","2013",1,
"USA","PPP","TOT","NATUSD","A","2014",1,
"USA","PPP","TOT","NATUSD","A","2015",1,
"USA","PPP","TOT","NATUSD","A","2016",1,
"USA","PPP","TOT","NATUSD","A","2017",1,
"USA","PPP","TOT","NATUSD","A","2018",1,
"USA","PPP","TOT","NATUSD","A","2019",1,
"USA","PPP","TOT","NATUSD","A","2020",1,
"USA","PPP","TOT","NATUSD","A","2021",1,
"USA","PPP","TOT","NATUSD","A","2022",1,
"BRA","PPP","TOT","NATUSD","A","1990",0.000012,
"BRA","PPP","TOT","NATUSD","A","1991",0.000058,
"BRA","PPP","TOT","NATUSD","A","1992",0.000605,
"BRA","PPP","TOT","NATUSD","A","1993",0.012385,
"BRA","PPP","TOT","NATUSD","A","1994",0.283775,
"BRA","PPP","TOT","NATUSD","A","1995",0.539155,
"BRA","PPP","TOT","NATUSD","A","1996",0.62718,
"BRA","PPP","TOT","NATUSD","A","1997",0.664201,
"BRA","PPP","TOT","NATUSD","A","1998",0.689152,
"BRA","PPP","TOT","NATUSD","A","1999",0.734012,
"BRA","PPP","TOT","NATUSD","A","2000",0.757989,
"BRA","PPP","TOT","NATUSD","A","2001",0.80226,
"BRA","PPP","TOT","NATUSD","A","2002",0.867348,
"BRA","PPP","TOT","NATUSD","A","2003",0.970414,
"BRA","PPP","TOT","NATUSD","A","2004",1.018306,
"BRA","PPP","TOT","NATUSD","A","2005",1.060716,
"BRA","PPP","TOT","NATUSD","A","2006",1.098672,
"BRA","PPP","TOT","NATUSD","A","2007",1.138643,
"BRA","PPP","TOT","NATUSD","A","2008",1.215291,
"BRA","PPP","TOT","NATUSD","A","2009",1.295865,
"BRA","PPP","TOT","NATUSD","A","2010",1.388336,
"BRA","PPP","TOT","NATUSD","A","2011",1.473216,
"BRA","PPP","TOT","NATUSD","A","2012",1.605704,
"BRA","PPP","TOT","NATUSD","A","2013",1.701276,
"BRA","PPP","TOT","NATUSD","A","2014",1.813201,
"BRA","PPP","TOT","NATUSD","A","2015",1.988814,
"BRA","PPP","TOT","NATUSD","A","2016",2.133082,
"BRA","PPP","TOT","NATUSD","A","2017",2.181557,
"BRA","PPP","TOT","NATUSD","A","2018",2.226397,
"BRA","PPP","TOT","NATUSD","A","2019",2.279669,
"BRA","PPP","TOT","NATUSD","A","2020",2.368305,
"BRA","PPP","TOT","NATUSD","A","2021",2.526131,
"BRA","PPP","TOT","NATUSD","A","2022",2.530068,
"CHL","PPP","TOT","NATUSD","A","1986",94.599807,
"CHL","PPP","TOT","NATUSD","A","1987",115.008813,
"CHL","PPP","TOT","NATUSD","A","1988",134.923431,
"CHL","PPP","TOT","NATUSD","A","1989",145.924889,
"CHL","PPP","TOT","NATUSD","A","1990",170.538934,
"CHL","PPP","TOT","NATUSD","A","1991",199.962586,
"CHL","PPP","TOT","NATUSD","A","1992",218.52081,
"CHL","PPP","TOT","NATUSD","A","1993",236.17298,
"CHL","PPP","TOT","NATUSD","A","1994",260.372203,
"CHL","PPP","TOT","NATUSD","A","1995",278.801543,
"CHL","PPP","TOT","NATUSD","A","1996",278.461091,
"CHL","PPP","TOT","NATUSD","A","1997",282.85792,
"CHL","PPP","TOT","NATUSD","A","1998",281.888516,
"CHL","PPP","TOT","NATUSD","A","1999",284.052706,
"CHL","PPP","TOT","NATUSD","A","2000",290.425639,
"CHL","PPP","TOT","NATUSD","A","2001",296.17501,
"CHL","PPP","TOT","NATUSD","A","2002",301.372385,
"CHL","PPP","TOT","NATUSD","A","2003",308.248357,
"CHL","PPP","TOT","NATUSD","A","2004",321.277791,
"CHL","PPP","TOT","NATUSD","A","2005",333.69,
"CHL","PPP","TOT","NATUSD","A","2006",318.574722,
"CHL","PPP","TOT","NATUSD","A","2007",323.878962,
"CHL","PPP","TOT","NATUSD","A","2008",340.400833,
"CHL","PPP","TOT","NATUSD","A","2009",354.325885,
"CHL","PPP","TOT","NATUSD","A","2010",359.83702,
"CHL","PPP","TOT","NATUSD","A","2011",348.016847,
"CHL","PPP","TOT","NATUSD","A","2012",347.228507,
"CHL","PPP","TOT","NATUSD","A","2013",349.680536,
"CHL","PPP","TOT","NATUSD","A","2014",367.213907,
"CHL","PPP","TOT","NATUSD","A","2015",391.178861,
"CHL","PPP","TOT","NATUSD","A","2016",397.250703,
"CHL","PPP","TOT","NATUSD","A","2017",397.689401,
"CHL","PPP","TOT","NATUSD","A","2018",396.229413,
"CHL","PPP","TOT","NATUSD","A","2019",401.613482,
"CHL","PPP","TOT","NATUSD","A","2020",418.445995,
"CHL","PPP","TOT","NATUSD","A","2021",435.156175,
"CHL","PPP","TOT","NATUSD","A","2022",437.561854,
"CHN","PPP","TOT","NATUSD","A","1970",2.668241,
"CHN","PPP","TOT","NATUSD","A","1971",2.556047,
"CHN","PPP","TOT","NATUSD","A","1972",2.451562,
"CHN","PPP","TOT","NATUSD","A","1973",2.328757,
"CHN","PPP","TOT","NATUSD","A","1974",2.1419,
"CHN","PPP","TOT","NATUSD","A","1975",1.938427,
"CHN","PPP","TOT","NATUSD","A","1976",1.835178,
"CHN","PPP","TOT","NATUSD","A","1977",1.746625,
"CHN","PPP","TOT","NATUSD","A","1978",1.654163,
"CHN","PPP","TOT","NATUSD","A","1979",1.582425,
"CHN","PPP","TOT","NATUSD","A","1980",1.505786,
"CHN","PPP","TOT","NATUSD","A","1981",1.408056,
"CHN","PPP","TOT","NATUSD","A","1982",1.324266,
"CHN","PPP","TOT","NATUSD","A","1983",1.289093,
"CHN","PPP","TOT","NATUSD","A","1984",1.305713,
"CHN","PPP","TOT","NATUSD","A","1985",1.394914,
"CHN","PPP","TOT","NATUSD","A","1986",1.43123,
"CHN","PPP","TOT","NATUSD","A","1987",1.46767,
"CHN","PPP","TOT","NATUSD","A","1988",1.58932,
"CHN","PPP","TOT","NATUSD","A","1989",1.660909,
"CHN","PPP","TOT","NATUSD","A","1990",1.694013,
"CHN","PPP","TOT","NATUSD","A","1991",1.748624,
"CHN","PPP","TOT","NATUSD","A","1992",1.849689,
"CHN","PPP","TOT","NATUSD","A","1993",2.081248,
"CHN","PPP","TOT","NATUSD","A","1994",2.457853,
"CHN","PPP","TOT","NATUSD","A","1995",2.736357,
"CHN","PPP","TOT","NATUSD","A","1996",2.862002,
"CHN","PPP","TOT","NATUSD","A","1997",2.858967,
"CHN","PPP","TOT","NATUSD","A","1998",2.801695,
"CHN","PPP","TOT","NATUSD","A","1999",2.727866,
"CHN","PPP","TOT","NATUSD","A","2000",2.722458,
"CHN","PPP","TOT","NATUSD","A","2001",2.716976,
"CHN","PPP","TOT","NATUSD","A","2002",2.691388,
"CHN","PPP","TOT","NATUSD","A","2003",2.708005,
"CHN","PPP","TOT","NATUSD","A","2004",2.82055,
"CHN","PPP","TOT","NATUSD","A","2005",2.841551,
"CHN","PPP","TOT","NATUSD","A","2006",2.864732,
"CHN","PPP","TOT","NATUSD","A","2007",3.005515,
"CHN","PPP","TOT","NATUSD","A","2008",3.178837,
"CHN","PPP","TOT","NATUSD","A","2009",3.151974,
"CHN","PPP","TOT","NATUSD","A","2010",3.328867,
"CHN","PPP","TOT","NATUSD","A","2011",3.524468,
"CHN","PPP","TOT","NATUSD","A","2012",3.560968,
"CHN","PPP","TOT","NATUSD","A","2013",3.663645,
"CHN","PPP","TOT","NATUSD","A","2014",3.75885,
"CHN","PPP","TOT","NATUSD","A","2015",3.870697,
"CHN","PPP","TOT","NATUSD","A","2016",3.988837,
"CHN","PPP","TOT","NATUSD","A","2017",4.183811,
